,Name,School,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS,Pk,Tm,Year,Pos
200,Spencer Hawes,Washington,31.0,28.9,6.2,11.7,0.532,6.2,11.6,0.5329999999999999,0.0,0.1,0.333,2.4,3.2,0.755,6.4,1.9,0.5,1.7,2.5,2.3,14.9,6.5,3.2,0.6,0.2,0.6,4.7,10,SAC,2007,C
201,Acie Law,Texas A&M,122.0,30.8,5.0,10.6,0.466,4.0,8.0,0.502,0.9,2.6,0.35700000000000004,2.8,3.7,0.76,3.1,4.5,1.3,0.0,2.5,2.6,13.7,4.53,1.0,2.0,0.5,0.0,4.2,11,ATL,2007,PG
202,Thaddeus Young,Georgia Tech,31.0,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,4.9,2.0,1.3,0.4,2.2,2.0,14.4,9.36,4.2,0.8,1.0,0.1,8.2,12,PHI,2007,PF
203,Julian Wright,Kansas,71.0,24.1,4.4,8.0,0.555,4.4,7.7,0.565,0.0,0.2,0.188,1.5,2.5,0.591,6.3,2.0,1.2,1.3,2.2,2.1,10.4,7.23,2.1,0.7,0.5,0.2,3.9,13,NOK,2007,SF
204,Al Thornton,Florida State,124.0,22.0,4.4,8.3,0.528,3.9,7.2,0.5429999999999999,0.5,1.2,0.438,3.0,4.2,0.701,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69,4.5,1.2,0.6,0.5,12.7,14,LAC,2007,PF
205,Rodney Stuckey,Eastern Washington,59.0,33.1,8.1,17.1,0.472,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.8059999999999999,4.7,4.8,2.3,0.3,3.5,2.4,24.4,-1.48,2.3,2.8,0.9,0.1,7.6,15,DET,2007,PG
206,Nick Young,USC,96.0,31.1,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.368,3.0,3.9,0.764,5.1,1.4,0.8,0.3,2.1,2.5,15.5,6.92,1.5,0.8,0.5,0.1,7.5,16,WAS,2007,SG
207,Javaris Crittenton,Georgia Tech,32.0,31.3,4.9,11.0,0.45,3.8,7.8,0.488,1.1,3.2,0.35600000000000004,3.4,4.3,0.7829999999999999,3.7,5.8,2.0,0.1,3.9,2.1,14.4,9.36,2.2,1.0,0.4,0.0,5.6,19,LAL,2007,SG
208,Jason Smith,Colorado State,87.0,27.9,5.2,9.6,0.5479999999999999,5.1,9.3,0.556,0.1,0.3,0.308,4.1,5.5,0.7509999999999999,7.9,2.0,0.5,1.7,3.1,3.3,14.7,3.95,3.0,0.3,0.3,0.7,4.5,20,MIA,2007,PF
209,Daequan Cook,Ohio State,39.0,19.7,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.6970000000000001,4.3,1.0,0.7,0.3,1.4,1.7,9.8,9.03,3.0,1.3,0.4,0.2,8.8,21,PHI,2007,SG
210,Jared Dudley,Boston College,130.0,36.4,5.3,10.5,0.504,4.4,8.0,0.5479999999999999,0.9,2.5,0.365,4.4,6.0,0.731,7.2,3.0,1.4,0.3,2.1,1.9,15.9,7.22,3.9,1.1,0.8,0.1,5.8,22,CHA,2007,PF
211,Wilson Chandler,DePaul,59.0,31.1,5.1,11.4,0.445,4.3,8.8,0.487,0.8,2.6,0.303,2.0,3.0,0.659,7.1,1.2,0.7,1.5,1.8,2.9,12.9,8.64,3.6,0.9,0.4,0.5,7.3,23,NYK,2007,SF
212,Morris Almond,Rice,121.0,27.1,5.2,10.5,0.4920000000000001,3.9,7.6,0.514,1.3,2.9,0.435,3.5,4.2,0.8240000000000001,3.5,1.0,0.7,0.5,2.2,1.7,15.1,2.25,0.2,0.3,0.1,0.0,1.4,25,UTA,2007,SG
213,Aaron Brooks,Oregon,115.0,32.7,4.3,10.1,0.43,2.6,5.4,0.479,1.8,4.8,0.374,2.7,3.2,0.8340000000000001,3.5,4.1,1.1,0.1,2.6,2.3,13.1,6.68,1.1,1.7,0.3,0.1,5.2,26,HOU,2007,PG
214,Arron Afflalo,UCLA,104.0,32.7,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.373,2.8,3.6,0.7809999999999999,3.5,1.9,0.6,0.2,2.0,2.1,14.8,8.4,1.8,0.7,0.4,0.1,3.7,27,DET,2007,SG
215,Alando Tucker,Wisconsin,134.0,32.1,6.0,12.4,0.48,5.2,10.0,0.522,0.8,2.5,0.307,3.9,6.1,0.636,5.7,1.6,0.8,0.2,1.7,1.6,16.5,7.56,1.3,0.0,0.0,0.2,3.7,29,PHO,2007,SF
216,Carl Landry,Purdue,64.0,29.9,6.3,10.5,0.602,6.1,9.8,0.628,0.2,0.7,0.233,5.6,7.9,0.7140000000000001,7.1,1.2,1.0,0.8,2.9,3.0,18.4,8.86,4.9,0.5,0.4,0.2,8.1,31,SEA,2007,PF
217,Gabe Pruitt,USC,80.0,32.4,4.5,10.2,0.438,2.2,4.5,0.496,2.2,5.7,0.393,2.6,3.3,0.778,3.1,3.5,2.0,0.2,2.4,2.3,13.8,6.92,0.5,0.9,0.3,0.0,2.1,32,BOS,2007,PG
218,Nick Fazekas,Nevada,131.0,30.1,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.341,4.2,5.1,0.815,9.6,1.3,0.7,1.5,1.7,2.0,18.8,3.05,3.4,0.4,0.3,0.4,4.1,34,DAL,2007,PF
219,Glen Davis,LSU,95.0,32.0,6.0,12.0,0.496,5.7,11.1,0.51,0.3,0.9,0.31,4.5,6.5,0.6940000000000001,9.6,1.5,1.1,1.2,2.4,2.6,16.7,7.99,3.0,0.4,0.4,0.3,4.5,35,SEA,2007,C
220,Josh McRoberts,Duke,69.0,29.7,4.0,7.5,0.54,3.9,7.0,0.5589999999999999,0.1,0.5,0.278,2.5,3.8,0.664,6.5,2.4,1.2,1.9,1.9,2.8,10.8,9.63,1.3,0.3,0.1,0.0,1.5,37,POR,2007,PF
221,Taurean Green,Florida,111.0,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65,0.6,0.6,0.1,0.0,1.6,52,POR,2007,SG
222,Demetris Nichols,Syracuse,123.0,25.8,3.8,9.0,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,4.1,1.1,1.0,0.8,1.5,2.0,10.9,7.27,0.4,0.1,0.0,0.2,1.1,53,POR,2007,SF
223,Ramon Sessions,Nevada,97.0,29.2,3.2,7.6,0.417,2.9,6.7,0.43,0.3,0.8,0.313,2.2,3.0,0.74,4.2,4.9,1.2,0.1,2.6,1.3,8.8,2.12,3.4,7.5,1.0,0.2,8.1,56,MIL,2007,PG
224,Derrick Rose,Memphis,40.0,29.2,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.7120000000000001,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76,3.9,6.3,0.8,0.2,16.8,1,CHI,2008,PG
225,Michael Beasley,Kansas State,33.0,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,12.4,1.2,1.3,1.6,2.9,2.6,26.2,7.79,5.4,1.0,0.5,0.5,13.9,2,MIA,2008,PF
226,Russell Westbrook,UCLA,75.0,21.9,3.1,6.6,0.464,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,2.4,2.5,1.0,0.1,1.6,1.7,8.3,8.77,4.9,5.3,1.3,0.2,15.3,4,SEA,2008,PG
227,Kevin Love,UCLA,39.0,29.6,5.8,10.4,0.5589999999999999,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,10.6,1.9,0.7,1.4,2.0,1.9,17.5,7.71,9.1,1.0,0.4,0.6,11.1,5,MEM,2008,C
228,Eric Gordon,Indiana,32.0,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.8340000000000001,3.3,2.4,1.3,0.6,3.6,2.2,20.9,6.08,2.6,2.8,1.0,0.4,16.1,7,LAC,2008,SG
229,Joe Alexander,West Virginia,82.0,25.3,4.5,10.0,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,4.8,2.0,0.6,1.2,1.8,2.2,12.1,7.04,1.9,0.7,0.3,0.5,4.7,8,MIL,2008,SF
230,Brook Lopez,Stanford,53.0,28.0,6.1,12.7,0.48,6.1,12.3,0.491,0.1,0.4,0.14300000000000002,3.7,4.9,0.764,7.1,1.1,0.5,1.9,2.1,2.6,16.0,8.0,8.1,1.0,0.5,1.8,13.0,10,NJN,2008,C
231,Jerryd Bayless,Arizona,30.0,35.7,5.8,12.6,0.458,3.8,7.8,0.489,2.0,4.8,0.407,6.2,7.4,0.8390000000000001,2.7,4.0,1.0,0.1,3.0,2.2,19.7,10.22,1.1,1.5,0.3,0.0,4.3,11,IND,2008,PG
232,Jason Thompson,Rider,122.0,32.1,6.2,11.8,0.526,6.0,11.0,0.544,0.2,0.8,0.29100000000000004,4.0,6.0,0.667,9.6,2.0,0.9,1.9,2.6,3.0,16.7,-3.38,7.4,1.1,0.6,0.7,11.1,12,SAC,2008,PF
233,Brandon Rush,Kansas,109.0,31.3,4.9,10.9,0.449,3.0,6.6,0.458,1.9,4.3,0.435,1.8,2.5,0.733,5.5,2.0,0.7,0.8,2.1,1.5,13.6,7.56,3.1,0.9,0.5,0.5,8.1,13,POR,2008,SG
234,Anthony Randolph,LSU,31.0,32.8,5.9,12.7,0.464,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66,5.8,0.8,0.7,1.2,7.9,14,GSW,2008,PF
235,Robin Lopez,Stanford,67.0,24.3,3.5,6.9,0.511,3.5,6.9,0.511,0.0,0.0,0.5,1.9,3.1,0.612,5.6,0.8,0.3,2.3,1.6,2.5,9.0,8.0,2.0,0.1,0.2,0.7,3.2,15,PHO,2008,C
236,Roy Hibbert,Georgetown,136.0,23.3,4.2,7.0,0.603,4.2,7.0,0.602,0.0,0.0,1.0,2.4,3.5,0.68,5.9,1.3,0.4,1.9,1.5,2.5,10.9,7.54,3.5,0.7,0.3,1.1,7.1,17,TOR,2008,C
237,JaVale McGee,Nevada,66.0,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.35600000000000004,1.4,2.7,0.514,4.8,0.3,0.5,1.8,1.6,2.0,8.7,0.49,3.9,0.3,0.4,1.0,6.5,18,WAS,2008,C
238,Ryan Anderson,California,66.0,33.0,6.3,13.1,0.484,4.5,8.5,0.532,1.8,4.7,0.396,4.2,5.0,0.841,9.0,1.0,0.5,0.5,1.8,2.5,18.7,8.56,4.7,0.8,0.7,0.3,7.4,21,NJN,2008,PF
239,Courtney Lee,Western Kentucky,127.0,31.2,6.3,13.6,0.464,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.8170000000000001,5.2,2.2,1.9,0.6,2.5,2.5,17.6,-1.08,2.3,1.2,1.0,0.2,8.4,22,ORL,2008,SG
240,Kosta Koufos,Ohio State,37.0,27.1,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,2.9,0.4,0.3,0.6,4.7,23,UTA,2008,C
241,George Hill,IUPUI,95.0,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,5.8,3.3,1.6,0.3,2.5,2.8,17.0,-3.26,2.1,1.8,0.6,0.3,5.7,26,SAS,2008,PG
242,Darrell Arthur,Kansas,78.0,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.118,1.8,2.7,0.6759999999999999,5.5,0.6,0.7,1.4,1.6,2.8,11.3,7.53,4.6,0.6,0.7,0.7,5.6,27,NOH,2008,PF
243,Donte Greene,Syracuse,35.0,35.8,6.2,14.9,0.418,3.7,7.4,0.4920000000000001,2.6,7.5,0.345,2.7,3.8,0.7070000000000001,7.2,2.0,1.3,1.6,2.6,2.9,17.7,7.96,1.6,0.5,0.3,0.3,3.8,28,MEM,2008,SF
244,Mario Chalmers,Kansas,110.0,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56,2.8,4.9,2.0,0.1,10.0,34,MIN,2008,PG
